RT,2019-05-15 22:55:00
RT,2019-05-15 22:12:00
RT,2019-05-14 17:50:00
RT,2019-05-14 08:06:00
T,2019-05-15 22:30:00
T,2019-05-10 06:12:00
RT,2019-05-15 19:47:00
RT,2019-05-15 19:46:00
