TechstarsParis,RT,2019-05-24 16:40:00
TechstarsParis,RT,2019-05-24 15:29:00
SihamsoSweet,RT,2019-05-25 08:36:00
SihamsoSweet,RT,2019-05-22 08:15:00
dubbleA,RT,2019-05-20 02:19:00
dubbleA,RT,2019-04-23 03:40:00
